platform,year,depthmin,depthmax,item,hardPerc,hardmm,softPerc,softmm,Total_Area_Coverage,Recommended_Cleaning_Method
8,2004,-11,-29,3,7,6,44,90,87,1
7,2003,-29,-18,19,80,51,92,31,84,1
15,2003,-34,-14,2,3,237,34,115,71,3
23,2017,-16,-38,0,62,189,68,179,68,3
14,2016,0,-32,19,30,15,93,122,88,1
0,2015,-30,-19,16,30,16,2,88,30,1
14,2003,0,-39,10,84,118,5,100,75,3
23,2014,-29,-24,9,82,23,38,46,82,2
8,2017,-10,-8,14,4,15,35,84,10,1
9,2014,-24,-39,19,70,6,95,158,90,1
13,2017,-27,-29,15,30,244,40,195,40,3
30,2014,-10,-4,3,78,43,43,119,9,1
30,2006,-27,-18,11,24,201,54,57,87,3
23,2016,-37,0,10,83,120,23,36,82,3
26,2013,-6,-33,18,48,38,90,170,90,1
12,2011,-8,-18,21,42,6,52,130,90,1
23,2009,-39,-41,21,98,156,31,139,83,3
33,2011,-10,-32,0,42,117,12,154,82,3
21,2008,-32,-40,7,40,21,95,169,72,1
25,2013,-7,-37,9,50,24,23,24,75,2
5,2010,-24,4,2,11,249,89,175,7,3
10,2011,-18,-12,13,38,248,43,167,90,3
6,2001,-29,-39,18,14,54,27,175,27,1
26,2014,-40,-7,3,49,39,79,151,80,1
26,2007,-16,-16,2,6,31,57,194,82,1
7,1999,-34,-14,12,55,0,35,167,81,1
4,2005,-32,-29,15,20,5,84,81,84,1
32,2009,-16,-18,9,8,191,95,85,91,3
10,2003,-12,-9,12,30,197,87,134,89,3
13,2016,-8,-17,1,69,1,56,121,80,1
33,2015,-26,-9,21,80,32,9,100,84,1
14,2015,-37,-39,3,32,1,23,100,83,1
21,2015,-33,-9,16,0,35,21,198,72,1
24,2003,-26,-27,17,88,58,67,100,88,3
16,2014,-41,-39,18,15,17,42,80,86,1
11,2004,-15,-38,17,38,163,35,193,38,3
33,2012,-15,4,17,74,58,20,188,8,1
16,2001,-34,-33,6,34,158,90,182,90,3
18,2009,-31,-27,11,100,78,98,138,90,3
21,2015,-8,-32,20,82,33,10,134,90,1
32,2001,-38,-24,13,16,154,44,162,44,3
17,2013,-40,-17,17,35,37,85,153,85,1
18,2007,-13,-4,5,50,14,78,92,10,1
16,2008,-38,-14,14,0,221,67,91,67,3
10,2014,-30,-8,3,70,164,53,118,71,3
27,2002,0,-31,12,70,161,56,96,77,3
17,2017,-11,-10,5,87,193,77,168,89,3
7,2006,-10,-14,11,95,45,51,81,78,3
8,2012,-13,4,12,2,10,89,83,9,1
23,2008,-8,-29,0,57,216,79,92,83,3
10,1999,-10,-11,13,64,18,93,107,72,1
22,2014,-19,-34,15,5,76,24,197,24,3
8,2012,-14,-41,4,90,18,64,60,90,3
27,2002,-8,-26,7,34,201,70,52,78,3
17,2002,-24,-30,3,47,0,75,142,75,1
9,2017,0,-34,19,41,34,11,126,71,1
30,2012,-24,-42,19,25,3,33,89,33,1
32,2003,-37,-33,14,78,117,82,72,82,3
21,2014,-16,-27,0,72,178,77,12,72,3
2,2009,-39,-10,12,23,52,86,167,86,1
25,2013,-41,-6,9,2,229,91,145,75,3
27,2004,-31,-8,12,23,128,75,43,80,3
30,2009,-27,-24,14,34,151,83,111,83,3
21,2013,-27,-41,20,46,85,44,115,46,3
15,2004,-40,-42,13,69,15,41,8,43,2
22,2001,-37,-40,5,2,41,98,81,82,1
9,2004,-6,-37,16,57,120,100,36,70,3
19,2015,-29,-18,0,71,211,88,87,80,3
13,2005,-39,-10,9,72,222,63,62,72,3
1,2000,-16,-15,17,64,4,4,45,75,2
6,2009,-15,-15,4,45,102,59,98,70,3
16,2004,-13,-26,5,4,17,57,192,91,1
18,2017,-37,-9,15,36,135,93,45,77,3
32,1999,-7,-11,0,8,239,79,124,5,3
33,2001,-29,-18,16,77,81,93,184,75,3
3,2010,-16,-11,19,17,1,88,63,91,1
10,2004,-10,-17,11,60,229,93,119,90,3
22,2008,-39,-18,15,29,85,82,163,82,3
15,2008,-6,4,13,82,184,86,102,7,3
3,2013,-11,-9,12,29,88,70,109,8,3
31,2004,-17,-14,6,85,198,59,92,89,3
14,2005,-30,-7,21,21,3,90,44,74,1
27,2013,-18,-9,3,30,25,100,138,76,1
4,2008,-26,-37,19,34,159,34,133,34,3
26,2011,-6,-12,18,25,2,13,44,5,4
33,2011,-33,-10,16,34,10,59,177,72,1
17,2002,-39,-4,2,7,14,96,165,79,1
28,2001,-31,-31,14,9,185,82,24,82,3
13,2004,-37,-40,2,10,29,69,69,70,1
13,2008,-27,-26,21,54,200,70,154,70,3
10,2003,-4,-27,18,76,164,55,172,83,3
19,2009,3,-31,17,10,61,88,183,70,3
20,2009,-41,-10,1,13,230,85,9,85,3
30,2000,-10,-30,4,73,246,80,66,83,3
28,2014,0,-13,8,54,178,92,162,9,3
5,2002,-38,-42,8,32,111,87,16,85,3
12,2001,-24,-18,3,70,174,87,149,71,3
25,2012,-11,-27,3,48,216,3,78,88,3
32,2001,-19,-9,11,92,47,44,174,70,3
13,2010,-12,-13,20,85,22,59,182,73,3
28,2001,-17,-42,13,68,161,69,163,69,3
21,2002,-13,-4,0,66,155,77,200,8,3
30,2010,-8,-24,11,54,91,62,147,74,3
30,2008,-18,-41,8,74,179,65,91,74,3
6,2005,-40,-39,10,76,77,75,132,73,3
17,2008,-18,-14,8,14,19,87,140,75,1
31,2006,-41,-14,18,18,199,53,199,53,3
26,2015,-37,-41,0,40,44,34,167,80,1
13,2012,-32,-40,6,15,226,76,40,88,3
5,2016,-31,-32,11,42,13,85,107,85,1
14,2015,-15,-8,18,45,101,80,166,91,3
24,2002,-33,-38,16,2,26,51,170,85,1
32,2005,-30,-14,3,15,129,50,155,85,3
30,2002,-9,-12,15,94,1,53,178,89,3
28,2011,-24,-12,2,67,226,66,108,78,3
27,2008,-13,-12,15,84,18,24,128,70,1
0,2003,-31,-9,15,85,0,82,144,81,3
21,2008,-31,4,19,74,100,97,112,72,3
7,2014,-15,-40,12,13,18,45,101,45,1
23,2013,-37,-40,3,43,100,77,141,72,3
4,2010,-16,-38,21,21,80,90,72,90,3
14,1999,-24,-8,4,22,233,70,133,76,3
33,2014,3,-27,12,5,222,80,114,82,3
18,2011,-4,-33,7,57,213,40,67,90,3
27,2016,-42,-9,21,44,116,80,78,80,3
20,2013,-39,-6,18,41,246,79,115,73,3
27,1999,-4,-8,21,77,110,82,168,10,3
6,2001,-33,-42,7,87,203,88,76,84,3
19,2009,-8,-4,0,28,84,81,41,11,3
9,1999,-13,-26,13,63,83,77,112,75,3
5,2007,-40,-19,12,47,129,27,163,47,3
26,2012,3,-13,17,44,31,93,200,5,1
13,2002,-18,-19,11,58,196,37,147,82,3
25,2012,-13,4,15,36,20,52,154,9,1
25,2004,-40,-42,9,25,115,96,97,22,3
27,2002,-12,0,14,1,135,75,114,5,3
6,2008,-15,-9,12,83,118,53,175,82,3
6,2005,-9,-31,7,38,16,13,113,85,1
7,2013,-41,-7,19,61,18,82,187,87,1
21,2008,-4,-32,8,0,247,14,122,73,3
6,2014,-10,-11,8,97,18,51,25,90,3
10,2011,-40,-8,0,35,230,79,191,81,3
15,2012,-7,-32,16,5,248,34,90,84,3
25,1999,-8,-38,4,38,25,41,144,77,1
1,2002,-24,-31,6,75,217,99,167,90,3
24,2002,-15,-31,14,49,76,32,40,77,3
23,1999,3,-12,16,43,12,66,94,11,1
31,2012,-15,-40,6,19,213,96,3,90,3
9,2001,-4,-24,17,43,32,58,75,88,1
8,2005,-10,-32,20,21,4,95,154,70,1
14,1999,-39,-17,8,54,77,90,105,90,3
30,2012,-42,-38,2,26,8,81,145,74,1
12,2002,-15,-29,21,16,40,69,101,70,1
14,2003,-27,-34,7,49,42,100,103,90,1
25,2015,-32,-10,3,10,47,100,154,70,1
16,2003,-10,-40,11,16,56,80,161,80,1
27,2002,-41,-18,15,81,5,84,80,84,1
16,2008,-42,-38,16,33,44,3,145,79,1
5,2003,-12,-26,5,60,105,20,166,89,3
9,2017,-27,-11,9,19,173,55,83,70,3
28,2006,-18,-37,18,43,41,93,198,90,1
26,2006,-30,-8,18,90,68,95,167,87,3
10,2013,-11,-7,17,96,121,72,110,11,3
9,2009,-24,-39,3,24,99,41,135,41,3
7,2017,3,-27,7,38,2,10,122,71,1
22,2016,-18,-18,14,7,25,74,180,74,1
12,2012,-18,-38,17,54,44,62,6,62,0
1,2017,-15,-41,17,38,230,14,81,38,3
21,2017,-41,-13,6,43,18,100,174,90,1
27,2016,-42,-40,7,54,2,84,139,31,1
12,2009,-41,-14,10,15,11,33,116,33,1
17,2014,-33,-40,16,47,58,81,176,86,1
13,2007,0,-11,14,72,25,86,32,8,1
31,2000,-34,-17,17,74,154,58,87,74,3
27,2017,-33,-33,19,91,72,89,8,90,3
4,2015,-8,-26,13,71,73,96,105,84,3
25,2007,-26,-16,11,27,42,5,195,90,1
33,2005,-10,-18,15,44,40,16,199,83,1
9,2014,-39,-8,20,77,32,40,101,75,1
22,2010,-11,-40,19,14,24,6,120,14,1
11,2005,0,-10,2,36,157,8,13,8,3
23,2000,-30,-34,5,18,5,29,139,29,1
5,2002,-11,-32,9,38,27,61,114,75,1
6,2004,-6,-38,8,22,170,73,97,87,3
28,2012,-10,-38,1,29,201,62,39,76,3
23,2012,-6,-16,18,61,150,32,124,74,3
18,2003,-6,-16,18,31,88,84,85,80,3
22,2001,-14,-42,5,26,16,34,88,34,1
8,2007,-26,-33,20,42,4,26,43,42,4
29,2008,-31,-26,4,63,217,82,56,82,3
20,2012,-15,-7,16,8,231,23,182,90,3
31,2015,-19,-26,4,6,223,77,189,79,3
1,2003,-31,-6,8,71,15,10,183,71,1
8,2007,-33,-42,17,88,131,57,75,88,3
3,2014,-31,-6,21,33,0,57,184,78,1
26,2013,-30,-9,0,15,84,87,99,82,3
22,2006,-18,-37,17,43,95,98,25,90,3
18,2012,-18,-27,6,92,193,31,68,74,3
2,2010,-39,-13,10,21,34,50,14,50,2
23,2013,-34,-10,15,2,79,46,74,87,3
20,2009,-7,-7,13,48,29,70,1,6,4
23,2013,-19,-10,19,29,20,93,99,80,1
29,2014,-8,-38,16,57,217,81,66,79,3
29,2001,-19,-9,15,28,12,95,18,70,1
24,2003,-13,-24,12,40,249,47,88,72,3
18,2007,-18,-13,19,31,232,93,51,80,3
28,1999,-15,-8,10,80,154,42,151,71,3
8,2008,-27,-27,0,81,12,39,133,81,1
31,2005,-26,-8,16,91,155,98,123,89,3
0,2000,-7,-9,14,20,16,76,177,9,1
7,2005,-33,-37,2,16,120,99,123,90,3
28,2000,-33,-33,21,59,218,7,168,59,3
25,2012,-10,-31,12,51,26,9,52,78,1
29,2008,-10,-34,5,69,244,39,91,86,3
10,2001,-13,-41,2,99,10,94,113,90,3
21,1999,-30,-31,16,12,67,33,70,33,3
23,2016,-4,-19,18,43,223,2,189,89,3
5,2002,-7,-30,20,10,16,2,199,85,1
4,2005,-33,-31,7,1,14,94,180,90,1
15,2013,-17,-34,13,91,51,64,133,90,3
0,2003,-29,-39,6,4,143,31,194,31,3
13,2013,-8,-19,8,80,13,60,125,71,1
4,2003,-16,-42,14,12,14,17,57,17,1
5,2003,-17,-11,13,31,195,91,157,76,3
7,2001,-10,-24,17,95,204,97,180,70,3
21,2007,-8,-32,1,17,22,27,162,71,1
20,2017,-27,-4,9,10,40,99,102,89,1
2,2009,-27,-41,0,32,16,86,69,86,1
17,2007,3,-40,11,69,29,69,5,83,0
22,2009,-19,-10,11,16,102,21,93,83,3
5,2007,-30,-24,8,95,12,58,177,90,3
5,2006,-31,-40,14,13,15,75,105,80,1
6,2013,-12,-40,14,12,103,6,152,12,3
29,1999,-38,-26,1,72,4,52,152,72,1
1,2011,-19,-26,17,33,115,97,140,87,3
24,2011,-10,-26,16,57,151,81,187,90,3
29,2001,-34,-14,13,35,5,59,82,78,1
1,2005,-7,-14,12,55,36,93,78,87,1
23,2003,-31,-17,7,35,143,87,154,87,3
25,2009,-42,-6,14,9,241,78,107,86,3
2,2013,0,-30,14,10,43,95,67,90,1
10,2013,-9,-40,0,91,248,66,151,90,3
13,2017,-29,-10,1,10,172,38,1,86,3
9,2001,-29,-38,10,1,18,45,177,45,1
3,2003,-16,-34,8,60,1,60,127,60,1
21,2016,-6,-16,1,100,136,25,59,82,3
28,2000,-24,-42,13,85,13,55,19,85,3
7,2013,-10,-27,12,3,88,12,144,79,3
7,2001,-4,-40,4,34,21,58,126,76,1
4,2000,-40,-41,11,30,18,75,194,46,1
31,2009,-27,-19,16,37,240,68,128,85,3
14,2002,-26,0,0,31,165,50,129,80,3
18,2007,-17,-38,12,28,166,15,132,28,3
23,2012,-26,-39,4,49,6,91,86,90,1
5,2015,-27,-38,5,94,4,15,40,90,3
22,1999,-34,4,4,97,210,49,182,90,3
26,2014,-12,-19,3,92,20,23,192,71,3
27,2009,-31,-10,13,83,29,92,107,79,1
7,2016,-33,-34,2,83,105,21,29,83,3
4,2001,-14,4,11,74,20,93,135,9,1
19,2008,0,-7,15,20,18,71,120,9,1
6,2015,0,-18,20,94,226,42,177,10,3
12,2017,-32,-7,11,31,6,52,53,74,1
13,2000,-39,-18,8,51,9,31,176,51,1
2,2003,-17,-38,20,58,160,61,153,61,3
26,1999,-11,-32,3,32,91,75,181,78,3
22,2002,-37,-6,12,88,101,6,185,73,3
15,1999,-34,-16,17,19,84,87,191,87,3
31,2006,-7,-15,9,6,11,76,197,74,1
21,2010,-19,-37,11,62,89,48,4,62,3
5,2003,0,-27,8,66,27,99,106,74,1
3,2004,-38,-40,20,25,145,36,87,90,3
10,2011,-29,-33,19,99,216,73,93,90,3
17,2004,-33,-8,0,68,170,83,146,77,3
11,2005,-40,-15,5,53,39,85,126,85,1
9,2015,3,-9,20,15,74,86,135,8,3
19,2008,3,-31,5,21,24,48,29,73,4
20,2005,-16,-32,9,62,232,27,83,76,3
2,2016,-39,-10,0,47,223,88,40,88,3
17,2008,-31,-30,12,84,25,92,22,90,1
0,2001,-30,-42,4,31,55,6,121,75,1
7,2017,-30,-8,10,31,164,5,122,84,3
5,2011,-10,-15,21,85,6,67,107,73,3
26,2005,-14,-12,8,7,111,84,92,72,3
16,2005,-16,-37,0,30,94,30,140,30,3
4,2015,-17,-30,17,34,185,73,128,76,3
11,2011,-33,-39,4,6,223,32,165,76,3
12,1999,-38,-17,8,6,179,23,126,23,3
2,2003,-9,4,0,8,2,91,115,6,1
13,2003,-17,-31,1,92,18,99,95,91,3
10,2004,-10,-32,20,26,44,99,163,87,1
18,2008,-24,0,3,26,135,32,126,71,3
29,2014,-33,-39,17,20,29,90,181,82,1
16,1999,-15,-40,0,26,112,2,197,26,3
20,2014,-31,-10,4,49,193,98,194,74,3
32,2004,-32,-6,9,44,7,76,132,79,1
10,2017,-6,-13,6,8,157,95,100,6,3
1,2004,-26,-7,10,40,7,97,154,75,1
1,2015,-33,-13,5,38,19,82,173,87,1
29,2008,-7,-18,10,98,28,6,184,90,3
32,2003,-4,-9,19,22,75,73,174,5,3
33,2016,-30,-40,6,32,4,26,160,32,1
0,2012,-9,-7,17,94,136,31,87,8,3
28,2004,-37,-40,1,77,37,50,163,85,1
23,2012,-18,-40,21,81,17,76,143,81,1
26,2007,3,-4,13,45,1,52,178,10,1
13,2008,-19,-11,9,60,226,52,101,73,3
13,2005,-16,-19,21,42,3,10,153,84,1
4,2004,-19,-31,9,2,183,86,181,86,3
12,2017,-29,-37,14,64,52,75,13,75,1
11,2017,-17,-38,16,26,226,90,112,90,3
21,2009,-8,-33,2,71,72,73,120,79,3
7,2009,-38,-15,17,5,85,100,159,90,3
21,2012,-41,-10,13,38,178,33,12,38,3
19,2015,-32,-15,1,43,172,91,30,81,3
15,2005,-10,-11,4,53,152,81,121,77,3
24,2012,-33,-30,9,79,44,62,55,79,1
31,2001,-8,-27,9,33,24,91,15,85,1
2,2010,-40,-4,19,25,15,2,119,86,1
27,2003,-16,-42,10,71,11,10,93,71,1
24,2008,-6,-13,21,96,2,93,127,7,3
26,2014,-13,-4,8,1,0,91,112,8,1
26,2011,-27,-14,13,8,45,65,140,75,1
31,2006,-40,-9,3,10,158,18,87,18,3
2,2017,-6,-39,0,44,21,64,124,72,1
12,2004,-18,-7,18,19,36,28,176,72,1
9,2001,-8,-24,16,41,65,78,189,70,3
2,2004,-7,-26,7,22,75,15,71,87,3
11,2002,-7,-38,0,35,11,48,193,79,1
