platform,year,depthmin,depthmax,item,hardPerc,hardmm,softPerc,softmm,Total_Area_Coverage,Recommended_Cleaning_Method
G14-A,2012,-27,-31,Level 2,65,167,41,195,65,Mechanical cleaning methods
G14-A,2010,-30,-29,Row B,37,36,27,192,37,High-pressure water jetting
K12-C,2012,-30,-16,Row 1-2,23,154,0,89,90,Mechanical cleaning methods
L10-C,2007,-11,-32,Level 2,21,181,60,36,72,Mechanical cleaning methods
L10-C,2006,-15,-41,Row A,24,1,46,96,46,High-pressure water jetting
L10-AP,2000,-34,-19,Level 3,58,206,88,151,88,Mechanical cleaning methods
L10-AC,2009,-42,-30,Level 1,90,10,11,28,90,Mechanical cleaning methods
L10-D,2007,-37,-39,Caissons,45,42,63,189,85,High-pressure water jetting
K12-CC,2003,-30,-7,Caissons,4,51,92,197,87,High-pressure water jetting
L5-A,2006,-39,-26,Risers,51,229,80,29,80,Mechanical cleaning methods
K2-A,2006,-26,-33,Level 3,2,65,49,98,49,Mechanical cleaning methods
L10-AD,2013,-8,-18,Level 3,51,28,36,68,71,High-pressure water jetting
G17-A,2006,3,-33,Row 5,0,111,57,143,85,Mechanical cleaning methods
L10-G,1999,-13,-18,Row 1-2,23,143,32,101,73,Mechanical cleaning methods
L10-F,2005,0,-12,Row C,5,25,77,177,9,High-pressure water jetting
L10-B,2014,-11,-27,Row 5,45,191,80,159,82,Mechanical cleaning methods
K9-A,2003,-12,4,Row D,23,211,44,194,6,Mechanical cleaning methods
L10-C,2013,3,-13,Risers,32,221,79,160,10,Mechanical cleaning methods
L10-EE,2006,-4,-27,Row E,66,37,27,192,89,High-pressure water jetting
L10-AD,2009,-13,-12,Row 1-2,47,47,87,171,76,High-pressure water jetting
K12-CC,1999,-31,-7,Conductors,27,8,92,171,78,High-pressure water jetting
K12-A,2011,-6,-17,Row 4,13,167,50,33,85,Mechanical cleaning methods
K12-C,2013,-32,-26,Row 1-2,29,3,40,69,40,High-pressure water jetting
L10-AC,2002,-24,-37,Row C,48,240,48,38,48,Mechanical cleaning methods
L10-L,2005,-40,-40,Row A,61,158,100,23,73,Mechanical cleaning methods
L10-M,2000,-17,-27,Conductors,33,26,49,107,87,High-pressure water jetting
L10-AR,2003,-34,-30,Row 2-3,11,204,89,189,89,Mechanical cleaning methods
K12-K,2013,-19,-12,Row 1,16,43,39,184,86,High-pressure water jetting
G17-A,2013,-11,-31,Row 4,45,49,52,194,89,High-pressure water jetting
L10-BB,2002,-12,-6,Rows and Elevations,42,220,22,73,8,Mechanical cleaning methods
G17-A,2014,-33,-27,Row A,23,247,3,137,23,Mechanical cleaning methods
K9-B,2007,-14,-12,Row 1-2,24,61,74,197,89,Mechanical cleaning methods
L10-E,1999,-13,-15,Level 2 ,1,18,16,156,70,High-pressure water jetting
L10-L,2000,-29,-7,Row 1-2,54,203,18,194,84,Mechanical cleaning methods
G16-A,2001,-31,-13,Row D,94,13,34,196,84,Mechanical cleaning methods
L10-AD,2005,-42,-6,Conductors,27,19,24,23,78,Ultrasonic cleaning
K12-A,2007,-39,-15,Level 2 ,59,189,35,68,59,Mechanical cleaning methods
L10-AD,2008,-6,-38,Risers,11,103,5,27,73,Mechanical cleaning methods
K9-B,2004,-27,4,Level 2 ,13,193,23,181,74,Mechanical cleaning methods
D15-A,2002,-38,-14,Row B,29,82,89,198,89,Mechanical cleaning methods
L10-M,1999,-7,-13,Row A,62,49,13,127,6,High-pressure water jetting
L10-AC,2015,-42,-38,Level 2,12,20,92,168,88,High-pressure water jetting
L10-B,2012,0,-12,Level 1 ,97,118,12,52,9,Mechanical cleaning methods
K12-G,2014,-41,-6,Row 1-2,45,179,98,146,91,Mechanical cleaning methods
L10-AP,2003,-11,-32,Row E,20,87,86,146,72,Mechanical cleaning methods
K12-BP,1999,-12,-6,Risers,54,37,64,65,10,High-pressure water jetting
L10-B,2012,-41,-19,Row 1-2,36,150,99,190,90,Mechanical cleaning methods
E17-A,2009,-30,-40,Row 3-1,36,47,82,196,82,High-pressure water jetting
L10-EE,2010,-34,4,Row 4,7,142,99,80,89,Mechanical cleaning methods
L10-AP,2001,-41,-38,Level 3,23,41,92,7,75,High-pressure water jetting
K9-A,2014,-16,4,Row 1,21,126,31,194,10,Mechanical cleaning methods
L10-AP,2002,-37,-19,Level 3,28,104,39,170,39,Mechanical cleaning methods
L10-E,2011,-38,-27,Risers,40,13,4,188,40,High-pressure water jetting
L10-L,2005,3,-16,Row 5,47,0,92,154,5,High-pressure water jetting
K12-G,2016,-4,-19,Risers,47,45,87,117,82,High-pressure water jetting
K12-BP,2010,3,-17,Row 1-2,98,241,78,18,8,Mechanical cleaning methods
L10-AD,2007,-41,-10,Rows and Elevations,76,186,9,128,76,Mechanical cleaning methods
L10-M,2004,0,-4,Risers,30,20,60,76,9,High-pressure water jetting
K9-C,2006,-26,-16,Level 1 ,40,197,45,195,70,Mechanical cleaning methods
K9-B,2000,-32,-30,Row C,45,47,90,91,90,High-pressure water jetting
K2-A,2012,-14,-8,Level 1,50,2,84,121,74,High-pressure water jetting
D15-A,2013,-7,-18,Row D,20,1,75,51,70,High-pressure water jetting
K12-BD,2000,-18,-42,Row 3,69,250,99,132,90,Mechanical cleaning methods
G17-A,2017,-42,-9,Row E,20,94,57,192,57,Mechanical cleaning methods
G16-A,2005,-12,-24,Level 2 ,34,16,47,14,82,Ultrasonic cleaning
K12-G,2001,0,0,Level 2,35,167,58,181,11,Mechanical cleaning methods
L10-L,2006,-31,0,Row 4,35,16,9,161,82,High-pressure water jetting
G16-A,2017,-32,-31,Level 1,84,247,57,198,84,Mechanical cleaning methods
D15-A,2010,-31,-15,Row 4,38,104,63,152,79,Mechanical cleaning methods
K12-G,2010,-9,-32,Row E,5,214,88,94,73,Mechanical cleaning methods
L10-AD,2008,-11,-18,Row D,13,143,23,167,81,Mechanical cleaning methods
G16-A,2012,-31,-40,Risers,51,240,85,185,78,Mechanical cleaning methods
L10-B,2013,-12,-18,Row 4,86,198,86,106,70,Mechanical cleaning methods
L10-EE,2011,-40,-40,Row 4,96,17,46,114,91,Mechanical cleaning methods
L10-M,2013,-34,-15,Row 4,43,35,72,13,72,Laser cleaning
K12-D,2015,-27,-4,Row 1-2,26,6,85,126,71,High-pressure water jetting
K12-C,2008,-27,-4,Rows and Elevations,27,44,92,61,71,High-pressure water jetting
K12-K,2004,-17,-32,Risers,41,167,10,180,41,Mechanical cleaning methods
K12-G,2017,-31,-11,Risers,83,209,76,59,88,Mechanical cleaning methods
K12-D,2000,-11,-17,Level 1,21,96,94,191,91,Mechanical cleaning methods
K12-CC,2009,-9,-42,Row 3,16,20,44,119,44,High-pressure water jetting
L10-AR,2014,3,-18,Row 3-1,63,169,87,43,9,Mechanical cleaning methods
G17-AP,2014,-13,-37,Row 2,56,42,26,131,56,High-pressure water jetting
K12-D,2013,-29,-39,Row 5,69,75,45,155,69,Mechanical cleaning methods
K12-C,2004,-34,-42,Row 1,28,213,18,45,73,Mechanical cleaning methods
L5-A,2016,-18,-15,Level 1,6,161,55,67,85,Mechanical cleaning methods
L10-AP,2012,-18,-32,Level 1,13,235,4,90,13,Mechanical cleaning methods
K9-A,2014,-32,4,Row 3-1,52,224,13,94,81,Mechanical cleaning methods
L10-EE,2002,-40,-24,Level 2,54,209,38,160,54,Mechanical cleaning methods
L10-AP,2014,-13,-40,Conductors,33,55,33,64,33,High-pressure water jetting
D15-A,2005,-29,-40,Row 2,89,233,88,147,89,Mechanical cleaning methods
G16-A,2010,-31,-42,Row E,88,247,89,156,89,Mechanical cleaning methods
K12-BD,2009,3,-9,Row 4,92,89,83,169,6,Mechanical cleaning methods
L10-E,2015,-32,-6,Row A,87,40,27,137,81,Mechanical cleaning methods
K12-A,2001,-32,-11,Level 2 ,22,28,94,89,82,High-pressure water jetting
L10-AC,2004,-40,-18,Row A,76,86,100,170,90,Mechanical cleaning methods
L10-AC,2010,-37,4,Row 1-2,28,22,80,59,89,High-pressure water jetting
L10-AC,2002,-30,-42,Row A,13,221,43,184,80,Mechanical cleaning methods
L10-BB,1999,-4,-42,Row D,16,18,62,134,77,High-pressure water jetting
L10-AR,2008,-13,-15,Rows and Elevations,60,23,13,0,80,Laser cleaning
L10-AR,2000,-30,0,Row E,21,15,7,116,89,High-pressure water jetting
L10-AR,1999,-34,-6,Row 5,11,59,54,114,73,High-pressure water jetting
L10-M,2001,-31,0,Level 3,44,118,21,138,88,Mechanical cleaning methods
G17-A,2009,-14,4,Level 1 ,22,95,89,36,5,Mechanical cleaning methods
L10-G,1999,-38,-9,Row 2-3,9,5,62,191,74,High-pressure water jetting
L10-M,2002,-33,-37,Row D,18,0,86,116,86,High-pressure water jetting
L10-AC,2013,-27,-29,Level 3,24,38,64,44,64,Laser cleaning
K12-D,2004,0,-40,Row 3-1,13,30,78,154,72,High-pressure water jetting
G14-B,2003,-13,-24,Level 2,17,89,89,58,83,Mechanical cleaning methods
K12-C,2011,-18,-4,Row 2-3,45,130,39,49,74,Mechanical cleaning methods
L10-L,2000,-10,-34,Level 1,9,115,9,88,80,Mechanical cleaning methods
G17-AP,2015,-16,-31,Row 3,19,88,88,53,90,Mechanical cleaning methods
K12-A,2009,-38,-4,Row 2-3,6,203,10,124,79,Mechanical cleaning methods
G17-A,2011,-17,-33,Row 1,4,6,20,118,20,High-pressure water jetting
G17-A,2002,0,-14,Row 3,13,27,77,173,9,High-pressure water jetting
K9-A,2001,-29,-29,Row 3,16,111,76,137,76,Mechanical cleaning methods
L10-C,2000,-16,-15,Level 1 ,97,29,33,26,84,Mechanical cleaning methods
L10-B,2012,-19,-4,Row C,45,59,38,156,80,High-pressure water jetting
L10-E,2017,-37,-19,Rows and Elevations,6,62,56,104,56,Mechanical cleaning methods
K12-BD,2006,-41,-41,Row D,4,219,83,73,35,Mechanical cleaning methods
L10-F,2015,-30,-32,Risers,26,186,80,97,80,Mechanical cleaning methods
L10-AR,2010,-8,-32,Row 1,98,2,96,194,89,Mechanical cleaning methods
G16-A,2004,-11,-6,Level 3,16,245,89,92,6,Mechanical cleaning methods
K12-BP,2001,-40,0,Row A,6,121,51,102,79,Mechanical cleaning methods
K12-CC,2006,-38,-40,Level 1,0,235,80,148,72,Mechanical cleaning methods
G14-A,2016,-6,-14,Rows and Elevations,27,170,1,195,5,Mechanical cleaning methods
L10-BB,2013,-31,-6,Row A,39,76,82,78,80,Mechanical cleaning methods
K12-C,2013,-16,-32,Row 2,27,4,28,195,85,High-pressure water jetting
L10-E,2015,-40,-16,Row C,94,128,65,145,90,Mechanical cleaning methods
K2-A,2005,-15,-32,Conductors,36,109,85,111,73,Mechanical cleaning methods
K12-BP,2015,-13,-15,Row 3,81,103,86,28,78,Mechanical cleaning methods
K12-C,2012,-12,-42,Caissons,94,19,88,195,90,Mechanical cleaning methods
G14-A,2011,-18,-13,Row 5,48,44,94,142,83,High-pressure water jetting
K12-K,2000,-16,-24,Caissons,33,195,90,189,83,Mechanical cleaning methods
K12-BP,2006,-41,-19,Row 5,27,230,31,113,31,Mechanical cleaning methods
K9-A,2017,-10,-16,Level 2 ,28,27,94,104,89,High-pressure water jetting
L10-AC,2003,-24,-16,Level 2 ,2,223,18,179,73,Mechanical cleaning methods
G14-A,2017,-38,-26,Level 2,90,49,93,181,90,Mechanical cleaning methods
L5-A,2013,-33,-10,Level 2,27,9,63,127,86,High-pressure water jetting
L10-M,2009,-7,-19,Risers,48,9,66,140,78,High-pressure water jetting
K9-B,2001,-7,-33,Row E,22,173,10,100,71,Mechanical cleaning methods
L10-AP,2013,-24,-9,Row 5,87,118,15,124,70,Mechanical cleaning methods
L10-C,2000,-18,-24,Row 4,16,117,21,94,86,Mechanical cleaning methods
G17-A,2017,-39,-39,Rows and Elevations,36,195,20,45,91,Mechanical cleaning methods
L10-E,2004,3,-19,Row C,38,3,4,167,9,High-pressure water jetting
E17-A,2006,-39,-38,Row 2,10,30,98,144,74,High-pressure water jetting
L10-F,2017,-37,-32,Row B,89,125,92,131,90,Mechanical cleaning methods
L10-AD,2012,-34,-33,Row 2-3,80,230,53,82,80,Mechanical cleaning methods
D15-A,1999,-24,-33,Level 1,3,4,77,82,77,High-pressure water jetting
D15-A,2014,-26,-33,Row 3-1,45,232,78,104,78,Mechanical cleaning methods
G17-AP,2005,-19,-18,Row E,53,168,34,109,75,Mechanical cleaning methods
D15-A,2002,-30,-39,Level 2,44,92,74,176,74,Mechanical cleaning methods
K2-A,2012,-34,4,Risers,14,11,75,189,91,High-pressure water jetting
L10-EE,2013,-29,-40,Row E,1,238,67,103,67,Mechanical cleaning methods
G14-B,1999,-39,-31,Row 1,96,185,78,126,90,Mechanical cleaning methods
K12-C,2004,-42,-32,Conductors,55,240,73,188,72,Mechanical cleaning methods
K2-A,2011,-14,-9,Caissons,33,34,64,81,85,High-pressure water jetting
L10-C,2017,-33,-41,Rows and Elevations,85,144,80,123,70,Mechanical cleaning methods
K12-BD,2011,-41,-12,Risers,72,37,91,175,90,High-pressure water jetting
K9-A,2014,-6,-31,Row A,17,24,22,6,82,Ultrasonic cleaning
K12-BP,2016,-4,-26,Row 1-2,5,35,96,85,83,High-pressure water jetting
G14-B,2009,0,-19,Row 1,24,34,77,163,11,High-pressure water jetting
L10-C,2004,-27,-16,Row 5,6,210,72,159,76,Mechanical cleaning methods
G17-A,2013,-11,-4,Row 3,16,8,86,130,6,High-pressure water jetting
G17-A,2003,-19,-31,Row C,47,29,87,196,87,High-pressure water jetting
K12-BP,2014,-30,-26,Conductors,92,8,25,37,90,Mechanical cleaning methods
L10-AR,2009,-31,-9,Rows and Elevations,4,52,37,150,72,High-pressure water jetting
L10-G,2008,-41,-39,Risers,50,14,97,146,73,High-pressure water jetting
L10-L,2013,-16,-42,Rows and Elevations,55,193,40,172,55,Mechanical cleaning methods
K9-A,2008,-19,-27,Conductors,49,14,5,31,86,Ultrasonic cleaning
K12-C,2006,-10,-11,Level 1,55,12,59,105,86,High-pressure water jetting
L10-M,2006,-26,-33,Level 3,25,6,2,166,25,High-pressure water jetting
L10-AD,2008,-29,0,Row 2-3,91,116,98,81,83,Mechanical cleaning methods
K12-BP,2002,-8,-15,Row B,48,116,79,155,89,Mechanical cleaning methods
K2-A,2016,-4,-29,Row 1,8,164,61,153,87,Mechanical cleaning methods
K12-BP,2010,-31,-30,Level 2,98,185,91,126,90,Mechanical cleaning methods
K9-C,2004,-37,-16,Row 3-1,32,71,7,159,32,Mechanical cleaning methods
K12-CC,2009,-12,-42,Row 4,36,6,28,171,36,High-pressure water jetting
K2-A,2000,-15,-37,Row 4,0,121,30,197,30,Mechanical cleaning methods
L10-EE,2009,0,-8,Row C,74,21,21,110,8,High-pressure water jetting
L10-M,1999,-42,-40,Conductors,38,22,98,171,35,High-pressure water jetting
G17-AP,2016,-8,-26,Row 2,3,28,91,87,90,High-pressure water jetting
K12-BD,2011,-12,-33,Row 4,37,154,10,12,75,Mechanical cleaning methods
L10-AR,2016,-29,-26,Row 1-2,86,172,84,122,86,Mechanical cleaning methods
G17-A,2007,-24,-18,Row 1,21,206,91,113,75,Mechanical cleaning methods
K9-C,2006,-41,-32,Level 1,42,203,46,197,82,Mechanical cleaning methods
L10-F,2001,-29,-38,Rows and Elevations,32,100,13,17,32,Mechanical cleaning methods
G14-B,2010,-24,-18,Level 3,18,47,23,135,72,High-pressure water jetting
L10-AP,2010,-39,-11,Row 1-2,59,109,8,39,59,Mechanical cleaning methods
E17-A,2005,-19,-33,Level 2,63,20,27,105,63,High-pressure water jetting
G17-AP,2002,-32,-8,Row D,52,34,100,39,72,High-pressure water jetting
G14-A,2007,-6,-24,Row 3,14,234,18,75,76,Mechanical cleaning methods
L10-D,2016,-14,-18,Row D,27,10,21,112,91,High-pressure water jetting
G16-A,2011,-31,-30,Level 2,65,49,83,12,83,High-pressure water jetting
K12-BP,2003,-19,-39,Row A,62,190,87,85,87,Mechanical cleaning methods
L10-E,2012,-19,-41,Level 3,66,7,45,153,66,High-pressure water jetting
L10-B,2014,-31,-15,Conductors,98,63,97,14,88,Mechanical cleaning methods
L10-L,2013,-17,-12,Level 1,32,121,75,122,89,Mechanical cleaning methods
K2-A,2017,-31,-31,Row E,56,132,45,131,56,Mechanical cleaning methods
G14-B,2004,-4,-10,Level 3,86,16,6,58,6,Mechanical cleaning methods
L10-BB,2013,-39,-37,Level 2,7,238,98,141,72,Mechanical cleaning methods
D15-A,2003,-41,-12,Row 3-1,3,198,47,116,47,Mechanical cleaning methods
G16-A,2000,-24,-16,Conductors,33,50,36,155,88,High-pressure water jetting
K12-K,2011,-16,-9,Risers,96,190,55,69,90,Mechanical cleaning methods
L5-A,2003,-42,-15,Row E,78,152,53,162,78,Mechanical cleaning methods
K2-A,2005,-4,-9,Risers,19,78,7,89,8,Mechanical cleaning methods
K12-D,2001,0,-7,Row 2,47,4,93,130,9,High-pressure water jetting
K12-C,2015,-40,-16,Row B,7,181,96,121,90,Mechanical cleaning methods
K12-C,2010,-27,-4,Conductors,76,46,63,87,73,High-pressure water jetting
L10-BB,2002,-24,-30,Row 2-3,56,202,89,106,89,Mechanical cleaning methods
L10-AP,2009,-39,-4,Row 5,67,12,44,195,77,High-pressure water jetting
L10-AR,2014,-12,0,Row D,11,168,99,63,11,Mechanical cleaning methods
L5-A,2003,-9,-18,Level 2 ,94,47,24,159,78,Mechanical cleaning methods
K12-BP,2017,-6,-38,Row 2,14,87,95,115,78,Mechanical cleaning methods
L10-G,2003,-24,0,Caissons,66,15,81,19,86,High-pressure water jetting
G14-A,2008,-29,-33,Row 1,7,164,85,136,85,Mechanical cleaning methods
K12-BP,2004,3,-7,Level 2,99,49,48,196,5,Mechanical cleaning methods
K12-CC,2003,-15,-42,Row 4,3,13,86,93,86,High-pressure water jetting
K12-BD,2003,-41,-6,Row D,1,220,99,151,78,Mechanical cleaning methods
K9-C,2011,-6,-19,Row D,80,26,91,140,80,High-pressure water jetting
L10-AR,2002,-12,4,Row E,29,151,68,195,8,Mechanical cleaning methods
K9-B,2013,-37,-24,Row A,71,81,93,188,90,Mechanical cleaning methods
K9-C,2006,-13,-17,Level 2 ,10,7,93,147,77,High-pressure water jetting
G14-B,1999,-18,-24,Caissons,37,202,11,198,75,Mechanical cleaning methods
L10-F,2014,-7,-38,Caissons,48,88,94,62,73,Mechanical cleaning methods
D15-A,2007,-26,-38,Row 3-1,23,0,82,190,82,High-pressure water jetting
G17-A,2002,-34,-13,Row A,60,12,47,89,77,High-pressure water jetting
G14-B,2016,-18,-6,Row B,30,12,95,3,77,High-pressure water jetting
K9-B,1999,-41,-26,Level 2,94,10,82,37,90,Mechanical cleaning methods
L10-AC,2007,-41,-6,Level 2,3,49,13,24,82,Laser cleaning
K12-BD,2017,-9,-30,Risers,15,232,94,158,82,Mechanical cleaning methods
G14-B,2016,-17,-27,Row 3-1,26,165,5,14,71,Mechanical cleaning methods
K12-C,2002,-11,-31,Row C,98,4,79,190,76,Mechanical cleaning methods
L10-L,2000,-41,-9,Conductors,63,157,30,3,63,Mechanical cleaning methods
L10-AC,2001,-24,-16,Row 3,50,57,87,17,71,High-pressure water jetting
K12-K,2012,-12,-19,Risers,2,166,23,153,83,Mechanical cleaning methods
K12-CC,2002,-6,-32,Row A,6,126,19,176,85,Mechanical cleaning methods
K12-A,2012,-6,4,Level 1,83,175,96,154,11,Mechanical cleaning methods
K12-BD,2001,-26,-19,Row E,64,26,76,129,75,High-pressure water jetting
K12-BD,2014,-31,-17,Risers,35,25,11,100,82,High-pressure water jetting
G14-A,1999,-26,-30,Row D,3,59,44,64,44,High-pressure water jetting
G16-A,2005,-42,-31,Row C,81,246,21,91,86,Mechanical cleaning methods
L10-AP,2017,-7,-4,Row 3,81,162,99,190,11,Mechanical cleaning methods
G17-AP,2000,-32,-6,Risers,17,79,40,30,86,Mechanical cleaning methods
L10-AP,2002,-32,-30,Level 1,44,60,71,127,71,Mechanical cleaning methods
E17-A,2009,-10,-24,Row 3,28,202,91,189,78,Mechanical cleaning methods
K12-CC,2017,-18,-16,Level 3,25,240,81,40,87,Mechanical cleaning methods
K12-K,2000,-31,-6,Row E,23,232,5,142,78,Mechanical cleaning methods
L10-AR,2002,-8,-19,Row 3,19,70,72,196,82,Mechanical cleaning methods
L10-D,2008,-19,-13,Risers,44,17,90,160,87,High-pressure water jetting
L10-C,2009,-38,-38,Rows and Elevations,24,35,18,142,90,High-pressure water jetting
G17-A,2013,-17,-19,Conductors,64,138,86,46,85,Mechanical cleaning methods
K12-D,2016,-30,-24,Row 2-3,98,36,4,77,90,Mechanical cleaning methods
L10-F,2008,-13,4,Row D,27,8,2,177,5,High-pressure water jetting
L10-D,2015,3,-16,Row 4,35,34,56,151,5,High-pressure water jetting
K12-CC,2002,-31,-7,Level 2,39,8,64,46,71,Ultrasonic cleaning
K12-D,2015,-15,-12,Caissons,32,95,100,178,81,Mechanical cleaning methods
L10-C,1999,-34,-14,Level 1 ,26,14,99,181,71,High-pressure water jetting
K12-K,2012,-14,-18,Rows and Elevations,92,92,58,150,81,Mechanical cleaning methods
L10-F,2000,-10,-6,Row 2,42,28,76,46,10,High-pressure water jetting
L10-AC,1999,-4,-8,Row 2,53,38,85,167,8,High-pressure water jetting
L10-AD,2005,-31,-10,Row C,60,161,2,139,72,Mechanical cleaning methods
L10-AR,2008,-19,-24,Row E,8,29,80,13,70,High-pressure water jetting
K12-D,2017,-39,-32,Row 1,15,115,98,151,81,Mechanical cleaning methods
K12-CC,2008,-33,0,Row A,4,221,56,122,71,Mechanical cleaning methods
G17-A,2001,-24,-6,Level 2,28,157,44,98,70,Mechanical cleaning methods
L10-L,2016,-14,-14,Level 2,8,107,66,32,72,Mechanical cleaning methods
L10-AR,1999,-26,-38,Row E,74,33,68,90,74,High-pressure water jetting
K12-G,2012,-16,-9,Row E,48,22,36,83,71,High-pressure water jetting
G14-B,2009,-9,-9,Row 5,19,2,57,174,9,High-pressure water jetting
L10-G,2009,-39,-42,Risers,84,5,21,142,72,High-pressure water jetting
L10-B,2003,3,-38,Caissons,18,18,14,119,82,High-pressure water jetting
L10-D,2001,-30,-9,Level 1,7,181,16,196,81,Mechanical cleaning methods
L10-D,2015,-38,-4,Row B,31,134,90,156,75,Mechanical cleaning methods
G17-AP,2009,-29,-10,Row 2,51,54,88,149,70,High-pressure water jetting
K12-G,2000,-31,-13,Level 1 ,30,38,3,138,71,High-pressure water jetting
L10-AR,2010,-9,-10,Row 3,76,17,29,79,10,High-pressure water jetting
G14-B,2010,-11,-41,Row 4,83,21,61,0,83,Cavitation water jetting
K12-K,2014,-37,-34,Row 1-2,23,213,78,125,87,Mechanical cleaning methods
L10-AD,2015,-18,-39,Row D,49,92,76,122,76,Mechanical cleaning methods
L10-B,2008,-30,-40,Row 5,43,241,28,108,43,Mechanical cleaning methods
L10-G,2011,-18,-7,Row 3,73,83,86,77,70,Mechanical cleaning methods
K2-A,2012,-13,-38,Row D,33,4,44,159,44,High-pressure water jetting
K12-BP,2012,-37,-42,Level 1 ,30,12,75,30,84,High-pressure water jetting
L10-AC,2015,-26,-32,Row 1-2,42,147,11,89,42,Mechanical cleaning methods
K12-K,2010,-4,-42,Level 2,37,31,40,33,82,Laser cleaning
K12-A,2007,-15,-4,Row 4,49,151,84,79,10,Mechanical cleaning methods
K12-A,2000,-41,-10,Row 3-1,8,12,52,59,52,High-pressure water jetting
K12-K,2006,-41,-10,Row 3,21,21,10,179,21,High-pressure water jetting
K9-A,2006,-17,0,Risers,17,250,50,181,6,Mechanical cleaning methods
L10-C,2014,-26,-6,Row A,59,17,26,175,76,High-pressure water jetting
K12-D,2012,-26,-12,Row E,14,2,37,64,86,High-pressure water jetting
G16-A,2006,-37,-15,Row 2-3,23,46,20,74,23,High-pressure water jetting
G14-A,1999,-15,-41,Level 2,42,239,47,109,47,Mechanical cleaning methods
L10-AC,2000,-18,-10,Row 4,5,26,94,54,84,High-pressure water jetting
L10-C,2003,3,-6,Conductors,10,8,96,95,10,High-pressure water jetting
G17-AP,2006,0,-33,Row 4,3,178,50,44,85,Mechanical cleaning methods
G17-AP,2003,-26,-12,Row 1,47,28,24,86,80,High-pressure water jetting
D15-A,2007,-42,-40,Level 1 ,53,15,65,124,44,High-pressure water jetting
K12-BD,2017,-37,-32,Caissons,37,167,31,43,37,Mechanical cleaning methods
K9-B,2012,-8,-30,Row E,18,243,30,65,71,Mechanical cleaning methods
K12-C,2001,-41,-33,Row A,76,25,90,117,88,High-pressure water jetting
L5-A,2008,-40,-8,Level 1 ,14,116,66,199,73,Mechanical cleaning methods
K12-C,1999,-34,0,Row 4,92,24,54,104,76,Mechanical cleaning methods
L10-F,2014,-18,-15,Row 2,76,15,91,65,82,High-pressure water jetting
L10-F,2000,-15,-39,Risers,64,86,89,195,89,Mechanical cleaning methods
G14-B,2011,-9,-17,Row 2,10,141,41,106,78,Mechanical cleaning methods
L10-F,2006,-13,-29,Caissons,18,234,38,80,80,Mechanical cleaning methods
L10-AD,2005,-41,-37,Row A,40,113,82,149,73,Mechanical cleaning methods
K12-K,2010,-27,-10,Conductors,23,188,63,193,89,Mechanical cleaning methods
K12-BP,2017,-13,-30,Row 1,77,46,44,85,91,High-pressure water jetting
K9-C,2000,-31,-29,Row 3-1,99,130,55,153,90,Mechanical cleaning methods
K12-BD,2017,-30,-4,Level 2 ,61,218,82,114,70,Mechanical cleaning methods
K9-C,2012,-38,4,Row 2-3,31,171,71,166,74,Mechanical cleaning methods
L10-AR,2010,-16,-31,Row 1-2,15,6,53,97,90,High-pressure water jetting
K12-BP,2013,-19,-41,Level 2,15,6,94,154,90,High-pressure water jetting
L10-M,2002,-32,-31,Row 2-3,4,14,44,110,44,High-pressure water jetting
